8,8,8,8,8,8,8,8,8,8,8,4,4,6,4,4,6,4,6,4,4,4,6,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,

1.75,2.1875,10,
2.625,4.875,10,
3.09375,6.5625,10,
4.4375,9.5625,10,
5.78125,12.3125,10,
7.5,15.4063,10,
9.78125,17.0625,10,
12.3438,16.9688,10,
13.7813,13.1875,10,
12.875,8.40625,10,
8.90625,7.25,10,
8,11,10,
11.1875,11.9375,10,
10.0313,10.0313,10,
11.8438,13.8125,10,
12.0938,10.3125,10,
14.6875,8.6875,10,
14.9688,6.28125,10,
15.9375,3.09375,10,
20.9063,8.875,10,
18.875,6.0625,10,
20.3438,4.53125,10,
18.4063,3.25,10,
21.7813,3.5,10,
17.0938,4.25,10,
16.5313,9.84375,10,
18.9063,12.5,10,
18.5625,11.9688,10,
17.125,6.03125,10,
16.0313,7.4375,10,
17.625,8.28125,10,
20.1875,10.4688,10,
18.7813,10.0313,10,
15.5625,13.4375,10,
16.5938,12.1875,10,
14.9063,11.1563,10,
15.0313,10.125,10,
13.4063,10.1875,10,
13.0625,6.84375,10,
11.5625,4.21875,10,
9.75,4.25,10,
7.65625,3.90625,10,
6.75,3.09375,10,
11.875,3.1875,10,
13.3125,3.5,10,
12.75,5.21875,10,
14.7813,4.71875,10,
9.4375,6.03125,10,
9.4375,6,10,
11.6563,6.125,10,
10.125,7.96875,10,
9.0625,8.4375,10,
6.53125,8.65625,10,
5.625,5.9375,10,
5.625,5.84375,10,
4.125,8.15625,10,
2.6875,9.375,10,
2.3125,15.3125,10,
2.8125,13.3438,10,
4.1875,14.75,10,
6,13.8125,10,
3.09375,18.25,10,
2.6875,19.2188,10,
5.53125,19.375,10,
5.65625,16.9688,10,
6.25,15.9063,10,
9.21875,20.5625,10,
11.9063,20.6875,10,
11.75,17.7813,10,
7.96875,17.2188,10,
6.84375,17.0625,10,
11.4375,19.6563,10,
15.6875,18.6563,10,
15.7813,15.875,10,
10.9375,14.5938,10,
9.1875,13.8125,10,
8.6875,12.6875,10,
14.6563,15.8125,10,
16.8438,15.3125,10,
19.0625,15.0938,10,
21.3438,17.8125,10,
19.7813,19.4063,10,
19.0625,20.75,10,
21.375,21.3438,10,
20.2188,19.3125,10,
18.3125,17.0938,10,
18.5625,16.1563,10,
16.6563,19.875,10,
14.7813,20.5625,10,
13.3125,19.2813,10,
13.8438,17.9375,10,
15.7813,19.2813,10,
14.625,15.7188,10,
15.4375,15.0625,10,
3.75,11.6563,10,
4.25,20.75,10,
6.59375,21.0938,10,
3.5625,3.125,12,
8.15625,3.9375,12,
9.40625,4.25,12,
12.8125,5.96875,12,
15.0313,7.5,12,
17.0625,10.0938,12,
18.7188,12.4375,12,
18.9375,16.125,12,
17.6563,18.5,12,
15.6563,19,12,
12.9688,19.0938,12,
9.5625,18.5938,12,
6.78125,17.3125,12,
5.375,15.7813,12,
4.625,13.9063,12,
5.125,11.4688,12,
7.96875,10,12,
11.4688,10.5625,12,
12.7188,13.3438,12,
11.0625,14.625,12,
9.4375,13.8125,12,

